EnsemblID	Symbol	RA_1	RA_2	RA_3	TGFb_1	TGFb_2	TGFb_3	RA_TGFb_1	RA_TGFb_2	RA_TGFb_3	WT_1	WT_2	WT_3
ENSMUSG00000004947	Dtx2	538	594	500	638	549	602	519	887	661	614	582	751
ENSMUSG00000042985	Upk3b	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006143	Upk3bl	0	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000004952	Rasa4	211	245	247	601	624	673	105	203	210	721	559	722
ENSMUSG00000088188	Gm22214	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086656	Gm15701	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099003	Mir7035	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039771	Polr2j	710	775	596	796	727	851	628	846	729	925	645	945
ENSMUSG00000105349	RP23-314O1.1	4	7	6	10	6	17	9	23	12	12	13	16
ENSMUSG00000029703	Lrwd1	1647	2082	1627	2019	1859	1939	1418	2318	2115	2203	1982	2727
ENSMUSG00000039754	Alkbh4	641	770	641	930	880	870	774	1059	1005	767	676	1046
ENSMUSG00000039747	Orai2	2167	3040	2977	3976	3667	3758	2595	4436	3936	3452	3599	5073
ENSMUSG00000039737	Prkrip1	320	398	331	461	414	456	360	617	483	429	362	545
ENSMUSG00000106243	RP23-284P20.2	1	1	0	0	0	0	1	0	0	0	1	0
ENSMUSG00000005057	Sh2b2	0	2	3	1	2	4	1	2	3	5	2	3
ENSMUSG00000029705	Cux1	806	915	852	3416	3234	3112	1611	3067	2358	1464	1409	2133
ENSMUSG00000086220	Gm16599	0	0	1	0	1	0	0	0	0	0	0	1
ENSMUSG00000102415	A430110C17Rik	1	2	1	1	3	4	2	1	1	0	2	2
ENSMUSG00000106479	mmu-mir-721	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104369	Gm38082	3	1	2	10	11	4	2	3	9	4	6	13
ENSMUSG00000005474	Myl10	24	13	24	218	132	110	91	471	181	53	32	80
ENSMUSG00000004415	Col26a1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092402	Gm20485	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104707	RP24-456B4.2	0	0	0	1	0	0	0	0	0	0	0	1
ENSMUSG00000007987	Ift22	77	125	87	99	102	94	80	162	139	109	75	128
ENSMUSG00000097908	4933404O12Rik	238	355	238	299	343	369	205	347	331	275	326	383
ENSMUSG00000019054	Fis1	1658	2045	1416	1947	1603	1726	1402	2584	2141	1806	1630	2089
ENSMUSG00000001739	Cldn15	2	0	0	1	5	1	0	2	1	0	0	2
ENSMUSG00000059518	Znhit1	351	464	361	420	401	479	353	619	527	459	416	524
ENSMUSG00000004846	Plod3	796	994	805	1051	959	1026	734	1133	961	1141	920	1333
ENSMUSG00000076240	Mir702	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087244	Gm7284	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098131	Gm26989	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037428	Vgf	0	0	0	1	0	0	0	0	0	0	1	1
ENSMUSG00000004849	Ap1s1	1316	1587	1142	1535	1319	1410	1054	1794	1509	1621	1488	1738
ENSMUSG00000037411	Serpine1	14	29	20	3	4	5	2	6	7	13	9	9
ENSMUSG00000043279	Trim56	4921	6173	5637	6597	6141	5983	5897	9755	9245	5979	6571	8989
ENSMUSG00000037390	Muc3	0	0	0	0	0	0	0	0	0	1	1	0
ENSMUSG00000079174	Gm3054	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106466	CAAA01077340.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106190	CAAA01154573.1	11	4	3	3	7	7	2	5	13	6	6	6
ENSMUSG00000094840	Muc3a	49	70	110	0	4	3	1	1	0	116	73	175
ENSMUSG00000105736	WI1-166E14.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023328	Ache	32	47	64	43	49	44	21	27	34	44	26	46
ENSMUSG00000099145	Mir8116	2	3	1	0	2	3	0	1	0	0	0	1
ENSMUSG00000051502	Ufsp1	21	17	13	17	21	10	25	20	20	19	17	6
ENSMUSG00000037364	Srrt	4349	4784	4893	6207	5635	5646	4220	6871	6076	6292	5335	7510
ENSMUSG00000098624	Mir7036	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106058	RP24-210N1.1	0	0	0	1	0	0	0	1	0	0	0	0
ENSMUSG00000023348	Trip6	249	298	305	368	373	384	253	429	369	388	338	493
ENSMUSG00000037344	Slc12a9	550	680	697	835	817	713	629	1020	960	878	743	1029
ENSMUSG00000105802	RP24-210N1.3	0	0	0	0	1	0	1	0	0	1	0	0
ENSMUSG00000029710	Ephb4	1	1	0	2	0	0	0	1	0	3	0	0
ENSMUSG00000079173	Zan	0	0	0	0	0	0	0	0	5	0	7	2
ENSMUSG00000106476	RP24-210N1.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029711	Epo	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029715	Pop7	176	210	183	219	185	196	135	270	230	222	198	239
ENSMUSG00000105851	RP23-45G4.2	7	6	7	12	16	6	1	12	5	4	2	11
ENSMUSG00000106237	RP23-45G4.3	99	116	143	133	138	129	129	199	205	113	109	159
ENSMUSG00000029714	Gigyf1	2607	3051	3400	3680	3616	3643	3207	5318	4950	3706	3230	4815
ENSMUSG00000029713	Gnb2	6979	7687	5852	8253	6726	7260	4916	8177	7016	8020	6826	8887
ENSMUSG00000098597	Mir6418	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090873	Gm17112	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029712	Actl6b	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000029716	Tfr2	39	38	39	81	84	75	17	39	21	70	25	30
ENSMUSG00000037221	Mospd3	880	1051	979	1321	1144	1218	890	1622	1342	1101	1014	1521
ENSMUSG00000105408	RP23-286M3.4	63	106	115	131	138	137	106	198	152	135	103	129
ENSMUSG00000029718	Pcolce	3	5	6	10	10	5	6	17	16	6	9	11
ENSMUSG00000089984	Fbxo24	2	2	6	3	13	6	3	13	5	2	4	5
ENSMUSG00000106617	RP23-286M3.5	195	249	290	485	477	446	411	659	506	385	348	524
ENSMUSG00000081228	Gm16089	6	6	0	6	3	3	0	8	4	4	3	6
ENSMUSG00000093445	Lrch4	67	101	102	176	172	164	137	201	208	173	140	164
ENSMUSG00000029720	Gm20605	131	183	195	256	315	269	221	446	353	266	258	351
ENSMUSG00000079165	Sap25	2	1	2	0	2	1	0	1	3	3	3	0
ENSMUSG00000047182	Irs3	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000029722	Agfg2	1106	1259	954	944	828	811	491	930	818	1127	979	1335
ENSMUSG00000079163	Gm15498	7	3	2	1	1	0	0	2	0	2	0	1
ENSMUSG00000082088	Gm15753	104	139	98	155	118	119	112	210	175	161	160	202
ENSMUSG00000045348	Nyap1	305	334	324	221	232	201	156	238	213	345	264	377
ENSMUSG00000029723	Tsc22d4	5763	6739	5545	6238	5552	5725	5299	8972	7692	6287	5614	7796
ENSMUSG00000029725	Ppp1r35	463	517	396	504	435	499	364	627	571	565	489	616
ENSMUSG00000029726	Mepce	2218	2432	2030	2545	2239	2466	2058	3311	2766	2582	2278	3206
ENSMUSG00000037108	Zcwpw1	378	452	336	619	606	583	318	537	474	779	659	895
ENSMUSG00000046245	Pilra	2	0	1	1	2	0	0	1	9	0	2	0
ENSMUSG00000066684	Pilrb1	30	14	4	25	8	20	1	2	3	77	32	51
ENSMUSG00000106478	RP23-425N17.3	15	4	3	14	14	28	0	7	0	59	58	57
ENSMUSG00000066682	Pilrb2	12	6	3	0	0	1	1	2	6	3	6	8
ENSMUSG00000106155	RP23-425N17.5	5	3	1	3	3	2	0	0	0	11	8	7
ENSMUSG00000105649	RP23-425N17.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106435	RP23-131D6.3	1	0	1	0	2	1	0	0	0	2	2	2
ENSMUSG00000029727	Cyp3a13	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000083813	Gm15502	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105787	RP23-131D6.4	0	0	0	1	0	1	1	0	1	0	0	0
ENSMUSG00000056966	Gjc3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037053	Azgp1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063739	Gm4963	1	2	2	1	1	3	0	0	2	2	4	1
ENSMUSG00000100543	Gm29127	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075599	Smok3a	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079156	Smok3b	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075598	Smok3c	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029729	Zkscan1	940	1210	998	1236	1116	1062	1011	1642	1454	1060	1061	1463
ENSMUSG00000106102	RP23-147H4.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037017	Zscan21	467	519	461	538	442	585	377	625	511	553	488	631
ENSMUSG00000037007	Zfp113	500	684	461	640	649	655	512	997	800	631	592	816
ENSMUSG00000019494	Cops6	1583	1863	1360	1510	1371	1491	1176	1961	1558	1714	1457	1958
ENSMUSG00000029730	Mcm7	2641	3373	2579	3756	3281	3499	1704	2885	2508	4809	4020	5107
ENSMUSG00000065394	Mir25	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065527	Mir93	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065514	Mir106b	1	1	1	0	1	1	1	0	1	0	0	2
ENSMUSG00000019518	Ap4m1	918	1023	828	1053	1039	998	760	1320	1127	1108	908	1285
ENSMUSG00000036980	Taf6	1170	1484	1122	1513	1395	1457	1020	1718	1423	1670	1389	1815
ENSMUSG00000036968	Cnpy4	620	753	588	905	831	869	621	1040	789	675	579	885
ENSMUSG00000049285	Mblac1	10	9	6	18	8	3	7	11	5	14	4	15
ENSMUSG00000089783	Gm454	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106338	RP24-86H20.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084469	Gm22956	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047592	Nxpe5	0	0	1	0	2	0	1	0	1	0	0	0
ENSMUSG00000050552	Lamtor4	701	844	637	818	819	792	702	1317	984	875	789	1071
ENSMUSG00000036948	BC037034	2428	2766	2430	3650	3200	3235	2353	4100	3498	3589	2867	4032
ENSMUSG00000085227	6330418K02Rik	38	53	52	80	72	74	50	86	76	73	63	78
ENSMUSG00000075593	Gal3st4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106247	Gpc2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029510	Gpc2	27	40	47	56	74	74	41	68	78	94	53	73
ENSMUSG00000036928	Stag3	18	22	22	74	96	87	26	70	62	57	62	83
ENSMUSG00000106161	RP24-95J4.1	19	33	10	8	10	6	23	45	28	10	3	1
ENSMUSG00000075591	Gm10874	96	89	43	39	23	32	66	166	127	42	19	26
ENSMUSG00000080935	Got2-ps1	24	34	19	19	18	12	11	35	21	21	32	30
ENSMUSG00000093932	Gm25525	0	2	0	1	1	1	0	2	2	0	0	0
ENSMUSG00000036898	Zfp157	362	593	386	465	463	538	354	627	522	485	510	578
ENSMUSG00000046440	Gm5564	1	0	1	0	0	0	1	5	1	1	2	1
ENSMUSG00000104668	RP24-255F19.2	0	0	1	0	0	0	1	0	0	0	0	0
ENSMUSG00000029526	1700123K08Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058291	Zfp68	907	1107	973	1284	1202	1247	949	1740	1399	1189	1031	1481
ENSMUSG00000092916	Gm24082	1	2	1	3	1	2	5	5	1	0	2	0
ENSMUSG00000081142	Gm15497	0	1	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000104686	RP24-255F19.5	0	1	1	2	2	7	3	3	4	3	3	2
ENSMUSG00000056014	A430033K04Rik	252	347	286	398	396	418	336	559	440	319	363	463
ENSMUSG00000103298	Gm38232	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025854	Fam20c	1	0	0	0	1	1	0	1	7	0	0	0
ENSMUSG00000094504	Gm5294	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025856	Pdgfa	0	2	2	4	3	5	1	0	4	1	1	0
ENSMUSG00000075585	6330403L08Rik	0	0	0	6	4	6	0	0	1	3	1	1
ENSMUSG00000025855	Prkar1b	4	5	1	5	11	8	2	3	2	3	1	1
ENSMUSG00000086873	Gm15672	8	8	17	15	15	16	10	22	14	16	9	17
ENSMUSG00000025857	Dnaaf5	984	1065	851	902	785	814	729	1326	1084	759	806	1093
ENSMUSG00000036817	Sun1	1436	1794	1449	2672	2604	2547	1290	2090	1933	2222	2239	3055
ENSMUSG00000106127	RP23-430G6.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025858	Get4	712	1019	854	972	884	962	643	1111	964	1126	1033	1111
ENSMUSG00000056413	Adap1	1339	1383	1174	827	645	634	193	243	281	1998	1275	1830
ENSMUSG00000098690	Gm27316	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045438	Cox19	377	375	305	341	272	312	236	410	316	432	287	402
ENSMUSG00000029541	Cyp2w1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053553	3110082I17Rik	103	143	90	57	56	63	29	54	66	108	99	111
ENSMUSG00000065593	Mir339	1	1	2	2	6	4	7	7	9	1	3	3
ENSMUSG00000044197	Gpr146	863	938	998	1997	1936	2063	1006	1717	1448	1270	1362	2156
ENSMUSG00000044092	C130050O18Rik	4	7	3	8	3	6	5	3	7	9	9	13
ENSMUSG00000053647	Gper1	0	0	0	0	1	0	0	0	1	1	0	0
ENSMUSG00000095016	Gm26285	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053581	Zfand2a	356	484	368	516	529	499	410	756	603	417	439	552
ENSMUSG00000106056	RP23-400D9.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029546	Uncx	0	1	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000104637	RP23-92L4.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036718	Micall2	20	21	7	2	5	16	5	8	9	20	9	40
ENSMUSG00000029547	Ints1	2663	3125	2682	3343	3070	3191	2255	3882	3292	3680	3260	4443
ENSMUSG00000098574	Mir7037	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000018143	Mafk	1077	1350	1010	1451	1199	1332	1013	1824	1601	1291	1153	1671
ENSMUSG00000036687	Tmem184a	0	1	0	0	2	3	1	1	2	0	2	1
ENSMUSG00000098140	Gm26938	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029551	Psmg3	246	296	201	242	216	246	191	335	279	303	249	317
ENSMUSG00000064694	Gm24146	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105335	RP23-168E11.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048988	Elfn1	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000106090	RP23-31L10.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029554	Mad1l1	380	428	318	470	406	414	275	445	400	468	412	571
ENSMUSG00000105453	RP23-31L10.4	2	0	0	0	2	1	2	0	0	1	0	1
ENSMUSG00000085673	Gm16122	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087606	Gm16121	0	0	0	0	1	1	0	0	0	0	0	2
ENSMUSG00000106497	RP24-97G6.1	1	0	0	1	0	1	0	1	1	0	0	2
ENSMUSG00000087248	Gm16120	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105679	RP23-307I19.1	0	0	1	0	1	0	0	0	0	0	0	1
ENSMUSG00000036639	Nudt1	197	228	161	204	223	228	172	298	272	216	181	236
ENSMUSG00000029557	Ftsj2	175	208	155	170	163	202	165	238	214	191	198	216
ENSMUSG00000029560	Snx8	158	167	138	132	83	96	95	140	122	199	204	208
ENSMUSG00000056076	Eif3b	5313	6530	4842	4940	4334	4658	3233	5344	4750	6304	5769	7245
ENSMUSG00000098319	Mir7038	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105056	RP23-307I19.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106350	RP23-307I19.5	0	1	2	1	1	4	3	3	3	0	0	4
ENSMUSG00000036599	Chst12	1950	1670	1309	2436	1982	2123	1697	2364	1996	1351	1015	1290
ENSMUSG00000105845	RP23-462C22.2	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000105633	RP23-462C22.1	0	0	0	0	2	0	0	0	0	0	1	0
ENSMUSG00000036586	Grifin	36	58	44	51	66	40	41	64	49	79	63	95
ENSMUSG00000105699	RP23-462C22.5	6	18	9	24	28	27	19	29	22	16	29	20
ENSMUSG00000029570	Lfng	6655	6814	5319	10192	7852	8424	5332	7738	6514	7245	6536	8672
ENSMUSG00000036565	Ttyh3	4897	5523	4590	4706	4565	4467	4471	7022	6440	3558	3690	6062
ENSMUSG00000036555	Iqce	1111	1261	1084	2003	1882	1869	1470	2497	2010	1564	1387	1950
ENSMUSG00000000148	Brat1	669	836	689	931	800	847	669	1174	1093	1049	827	957
ENSMUSG00000050022	Amz1	76	79	45	120	71	96	160	271	218	37	37	44
ENSMUSG00000000149	Gna12	464	547	334	1254	1120	1289	1510	2689	2144	469	433	552
ENSMUSG00000036526	Card11	4325	4803	3251	3698	3369	3396	2327	4253	3863	4154	3886	5127
ENSMUSG00000104683	AC161570.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093344	Gm26113	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039683	Sdk1	2	3	1	11	6	8	2	0	0	3	5	3
ENSMUSG00000083382	Gm6433	3	2	1	1	1	0	1	2	1	1	3	2
ENSMUSG00000105873	RP23-49G7.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105344	RP23-286C5.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105212	RP23-286C5.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084934	Gm16035	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089164	Gm24131	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085540	Gm16036	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097947	Gm26970	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056493	Foxk1	4717	5476	4099	6154	5428	5633	3013	4775	4704	4562	4671	6416
ENSMUSG00000039623	Ap5z1	900	1093	1207	1812	1754	1561	1419	2584	2164	1436	1342	1907
ENSMUSG00000029576	Radil	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000074817	Papolb	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000105213	RP23-106N8.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039533	Mmd2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104978	RP23-106N8.4	0	0	0	0	2	0	0	0	1	1	0	1
ENSMUSG00000029578	Wipi2	2174	2546	2192	2479	2352	2529	2152	3532	3012	2442	2415	3154
ENSMUSG00000050822	Slc29a4	27	29	19	44	26	19	6	18	15	20	30	36
ENSMUSG00000039477	Tnrc18	1860	2004	1730	2648	2421	2484	1460	2786	2476	2681	2371	3313
ENSMUSG00000082308	Gm15770	0	1	3	0	1	1	0	2	0	2	0	2
ENSMUSG00000066640	Fbxl18	749	903	933	1329	1231	1210	1093	1750	1643	955	934	1369
ENSMUSG00000097559	D430018E03Rik	10	15	17	17	24	28	19	23	27	23	11	25
ENSMUSG00000029580	Actb	94643	115869	78583	123204	102186	108503	74120	127483	105930	95015	94514	126567
ENSMUSG00000029581	Fscn1	0	3	2	27	47	39	4	4	6	1	1	2
ENSMUSG00000045078	Rnf216	1007	1138	934	1055	978	1012	662	978	813	1257	1185	1449
ENSMUSG00000106543	RP23-393G8.5	0	1	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000105714	RP23-393G8.10	0	0	0	9	16	18	5	1	4	0	2	0
ENSMUSG00000090981	Olfr718-ps1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105901	RP23-301L9.8	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000104836	AC123686.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104529	Rbakdn	0	0	0	0	0	0	0	0	0	3	1	0
ENSMUSG00000061898	Rbak	239	319	260	454	396	387	304	548	449	338	313	431
ENSMUSG00000029586	4933411G11Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039296	Spdyb	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089879	4930448H16Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029587	Zfp12	957	1180	1034	1323	1261	1332	1071	1720	1549	1272	1243	1628
ENSMUSG00000046658	Zfp316	136	202	142	178	143	170	153	260	225	166	146	175
ENSMUSG00000105345	RP23-301L9.3	3	4	2	6	20	5	8	3	7	8	2	9
ENSMUSG00000093910	Zfp853	1	0	0	0	0	1	1	1	0	1	1	2
ENSMUSG00000039244	E130309D02Rik	1026	1182	924	1186	932	1070	743	1223	1106	1123	1028	1291
ENSMUSG00000105609	RP23-301L9.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001844	Zdhhc4	787	788	750	1053	1044	960	891	1504	1224	934	806	1154
ENSMUSG00000089889	0610040B10Rik	6	9	9	20	29	14	24	42	45	19	16	22
ENSMUSG00000104875	RP23-301L9.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000010825	Grid2ip	1	5	2	3	5	3	1	2	0	0	2	2
ENSMUSG00000093720	Gm20635	1	2	2	1	1	1	2	3	5	5	7	0
ENSMUSG00000106198	RP23-372N19.4	0	2	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000105594	RP23-372N19.2	1	2	0	0	2	4	0	0	2	0	0	2
ENSMUSG00000045345	9530056K15Rik	6	7	14	8	11	3	5	9	3	22	9	6
ENSMUSG00000079111	Kdelr2	944	1179	822	932	829	977	707	1179	953	1084	1022	1372
ENSMUSG00000105206	RP23-158A20.2	1	0	0	1	0	0	1	0	0	0	0	0
ENSMUSG00000106068	RP23-158A20.4	0	1	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000039206	Daglb	427	497	359	368	353	367	284	466	386	487	436	615
ENSMUSG00000001847	Rac1	7118	8362	5859	6915	6202	6521	4652	8110	6416	7816	7243	9684
ENSMUSG00000105198	RP23-158A20.7	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000083012	Fam220a	619	717	560	601	531	536	482	689	697	767	649	828
ENSMUSG00000018001	Cyth3	566	735	612	1075	992	1189	1253	1950	2030	544	614	794
ENSMUSG00000051306	Usp42	858	1012	792	1135	980	1030	754	1307	1140	1016	990	1332
ENSMUSG00000097287	D130017N08Rik	67	132	109	180	137	149	131	225	216	98	158	187
ENSMUSG00000105354	RP23-151C5.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104708	RP23-151C5.3	1	2	2	2	5	4	0	7	8	4	6	7
ENSMUSG00000029613	Eif2ak1	1799	2098	1617	2317	1978	2201	1692	2774	2503	2061	2013	2571
ENSMUSG00000029607	Ankrd61	11	4	5	11	6	6	4	12	10	8	8	19
ENSMUSG00000029610	Aimp2	461	624	453	409	342	373	239	383	347	620	503	658
ENSMUSG00000079109	Pms2	696	827	642	834	855	874	556	905	820	973	920	1045
ENSMUSG00000091351	Gm17135	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104633	PMS2	0	1	1	1	1	1	1	4	0	0	0	0
ENSMUSG00000075569	Rsph10b	3	7	12	12	30	18	7	36	13	20	15	22
ENSMUSG00000029617	Ccz1	1090	1360	1078	1368	1305	1337	940	1733	1438	1498	1196	1664
ENSMUSG00000093856	Gm24311	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029618	Ocm	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105150	RP24-194F23.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038970	Lmtk2	1356	1474	1156	1691	1365	1553	1180	1949	1742	1575	1282	1906
ENSMUSG00000098039	Gm26925	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000052271	Bhlha15	0	1	2	1	0	2	3	1	4	3	3	4
ENSMUSG00000066621	Tecpr1	9253	10311	9021	7887	7914	7455	4052	6981	6343	12678	11667	16748
ENSMUSG00000104662	RP24-82B23.5	1	3	6	4	3	3	2	3	3	12	6	6
ENSMUSG00000087484	2900089D17Rik	6	8	6	2	0	1	3	6	6	3	4	9
ENSMUSG00000047843	Bri3	317	420	256	244	226	204	156	289	235	313	321	364
ENSMUSG00000038859	Baiap2l1	0	0	1	1	2	0	0	0	0	0	0	0
ENSMUSG00000086894	Gm15708	23	21	7	19	14	24	14	19	24	25	15	40
ENSMUSG00000104600	RP24-182D2.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083574	Gm15709	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059991	Nptx2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082524	Gm6272	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043388	Tmem130	2	5	6	3	9	4	1	0	3	4	4	3
ENSMUSG00000045482	Trrap	7349	8716	7755	9186	8567	8312	6907	11646	10557	8122	8357	11402
ENSMUSG00000088685	Gm23995	0	0	1	0	3	1	0	2	2	3	0	1
ENSMUSG00000038780	Smurf1	1019	1190	934	1894	1779	1761	1356	2162	1959	1057	1084	1646
ENSMUSG00000098822	Mir7039	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038770	Kpna7	0	0	0	0	0	1	0	0	0	2	0	1
ENSMUSG00000105177	RP23-424M12.7	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061707	Gm4871	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106393	RP23-424M12.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105024	RP23-424M12.5	0	1	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000029620	1700018F24Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029621	Arpc1a	1518	1653	1347	1687	1526	1585	1331	2271	1871	1625	1463	1915
ENSMUSG00000029622	Arpc1b	12341	14084	10136	13229	10633	11475	8182	14224	12119	13586	11629	15440
ENSMUSG00000029623	Pdap1	1237	1454	1176	1415	1170	1321	998	1640	1426	1464	1280	1711
ENSMUSG00000038722	Bud31	1158	1328	1024	1412	1138	1275	924	1768	1480	1420	1304	1595
ENSMUSG00000029624	Ptcd1	585	770	570	844	753	770	634	1077	939	755	625	910
ENSMUSG00000029625	Cpsf4	1085	1278	1053	1391	1244	1246	1045	1824	1557	1334	1241	1686
ENSMUSG00000038690	Atp5j2	1948	2291	1663	1974	1750	1893	1439	2630	2076	2349	2023	2629
ENSMUSG00000029627	Zkscan14	498	639	464	585	503	579	481	876	723	572	568	724
ENSMUSG00000055991	Zkscan5	415	515	414	599	481	513	440	709	648	492	486	620
ENSMUSG00000007812	Zfp655	1068	1343	1101	1183	1196	1061	1035	1551	1309	1177	1235	1602
ENSMUSG00000106188	RP23-60E24.5	0	0	0	0	0	0	0	0	0	0	0	1
